userId,movieId,rating,timestamp
1,70,3.0,964982400
1,157,5.0,964984100
1,163,5.0,964983650
1,223,3.0,964980985
1,231,5.0,964981179
1,235,4.0,964980908
1,296,3.0,964982967
1,423,3.0,964982363
1,480,4.0,964982346
1,500,3.0,964981208
1,590,4.0,964982546
1,592,4.0,964982271
1,593,4.0,964983793
1,608,5.0,964982931
1,673,3.0,964981775
1,943,4.0,964983614
1,954,5.0,964983219
1,1024,5.0,964982876
1,1073,5.0,964981680
1,1090,4.0,964984018
1,1213,5.0,964982951
1,1265,4.0,964983599
1,1282,5.0,964982703
1,1408,3.0,964982310
1,1573,5.0,964982290
1,1587,5.0,964982346
1,1620,4.0,964983056
1,1777,4.0,964981230
1,1927,5.0,964981497
1,1954,5.0,964982176
1,2018,5.0,964980523
1,2048,5.0,964982791
1,2054,4.0,964981747
1,2105,4.0,964981725
1,2116,5.0,964982876
1,2253,2.0,964981775
1,2268,4.0,964982989
1,2395,5.0,964981093
1,2502,5.0,964981278
1,2959,5.0,964983282
1,3033,5.0,964983762
1,3034,5.0,964982791
1,3062,4.0,964981872
1,3489,4.0,964981775
4,58,3.0,964538444
4,106,4.0,986848784
4,162,5.0,945078571
4,176,5.0,964622565
4,215,5.0,945079078
4,235,2.0,945173513
4,296,1.0,945173350
4,319,5.0,945079182
4,342,5.0,964538500
4,345,4.0,945629063
4,348,4.0,964622786
4,492,5.0,945079872
4,509,1.0,945079106
4,539,1.0,964538832
4,588,4.0,945079670
4,593,5.0,964539986
4,595,3.0,986848609
4,608,5.0,964540008
4,708,4.0,986935230
4,920,5.0,945173602
4,1073,4.0,945079483
4,1103,5.0,964539723
4,1213,4.0,945079729
4,1250,5.0,945174008
4,1259,4.0,964538728
4,1265,4.0,964622684
4,1266,4.0,986849037
4,1282,5.0,945079653
4,1391,1.0,945173766
4,1597,1.0,945079906
4,1734,3.0,964539357
4,1883,4.0,964622642
4,1885,3.0,964622617
4,1892,2.0,964539431
4,1895,4.0,945629179
4,1907,3.0,964540505
4,1947,5.0,945079653
4,1966,2.0,964622684
4,2359,4.0,964622590
4,2395,3.0,964623306
4,2770,2.0,945173553
4,2959,2.0,945078528
4,3033,4.0,986936200
4,3060,4.0,986934884
4,3083,5.0,964622487
4,3175,1.0,964538930
4,3489,1.0,986848908
4,4347,4.0,1007569586
4,4967,5.0,1007569424
6,5,5.0,845553938
6,11,4.0,845553489
6,13,3.0,845555588
6,16,4.0,845553819
6,19,2.0,845553382
6,22,5.0,845553875
6,24,4.0,845554397
6,25,3.0,845553695
6,62,4.0,845553660
6,65,3.0,845555070
6,66,3.0,845555151
6,76,4.0,845555317
6,79,3.0,845554907
6,87,3.0,845555300
6,89,4.0,845555124
6,95,4.0,845553559
6,100,3.0,845555151
6,104,4.0,845554349
6,105,3.0,845553757
6,141,4.0,845553586
6,146,4.0,845555607
6,153,3.0,845553146
6,161,3.0,845553253
6,163,3.0,845553907
6,165,3.0,845553146
6,168,5.0,845553695
6,170,3.0,845554263
6,174,3.0,845554479
6,177,3.0,845554931
6,179,1.0,845555362
6,180,2.0,845555006
6,186,3.0,845553619
6,189,3.0,845556241
6,196,3.0,845553586
6,201,3.0,845556290
6,205,3.0,845555477
6,207,4.0,845554024
6,217,3.0,845555382
6,218,2.0,845553994
6,219,3.0,845556131
6,231,3.0,845553174
6,239,3.0,845554987
6,240,3.0,845555571
6,243,3.0,845555588
6,248,5.0,845554263
6,251,3.0,845556257
6,252,4.0,845553619
6,253,3.0,845553283
6,254,3.0,845555655
6,257,5.0,845554176
6,261,4.0,845553695
6,274,4.0,845555151
6,277,5.0,845553844
6,279,3.0,845555436
6,288,2.0,845553283
6,289,3.0,845554455
6,291,3.0,845555571
6,292,4.0,845553253
6,296,2.0,845553110
6,302,3.0,845555436
6,310,3.0,845556119
6,314,5.0,845554603
6,327,1.0,845554062
6,329,4.0,845553200
6,330,3.0,845555071
6,332,3.0,845555046
6,342,3.0,845553938
6,348,3.0,845553938
6,350,5.0,845553489
6,364,5.0,845553317
6,377,5.0,845553317
6,380,4.0,845553110
6,415,4.0,845554420
6,435,3.0,845553489
6,440,4.0,845553457
6,454,4.0,845553283
6,455,3.0,845554062
6,468,4.0,845553907
6,480,5.0,845553200
6,489,3.0,845554505
6,497,3.0,845553819
6,500,5.0,845553354
6,508,4.0,845553586
6,509,3.0,845553522
6,510,3.0,845555546
6,524,3.0,845554479
6,539,3.0,845553426
6,540,3.0,845554099
6,542,4.0,845554524
6,546,2.0,845554349
6,587,5.0,845553381
6,588,5.0,845553146
6,590,5.0,845553109
6,592,3.0,845553109
6,593,4.0,845553174
6,594,4.0,845553819
6,595,5.0,845553174
6,597,4.0,845553354
6,606,3.0,845555024
6,608,3.0,845553844
6,609,4.0,845555342
6,616,5.0,845554062
6,628,3.0,845555300
6,640,1.0,845555362
6,667,3.0,845555342
6,694,3.0,845555694
6,700,4.0,845556147
6,704,3.0,845555571
6,708,4.0,845554376
6,709,5.0,845555249
6,710,3.0,845556223
6,711,4.0,845555317
6,747,3.0,845555046
6,762,1.0,845555006
6,765,3.0,845555632
6,783,5.0,845554584
6,795,3.0,845556506
6,801,3.0,845556194
6,802,4.0,845554584
6,818,3.0,845555514
6,837,3.0,845556241
6,838,4.0,845555514
6,848,4.0,845556340
6,881,3.0,845556340
6,888,3.0,845556448
6,979,3.0,845556808
6,1073,3.0,845555571
7,58,3.0,1106635520
7,165,4.0,1106635987
7,380,3.0,1106635937
7,480,5.0,1106635917
7,587,2.0,1106635714
7,588,3.0,1106635971
7,592,3.0,1106635922
7,593,5.0,1106635912
7,595,3.5,1106712636
7,920,3.0,1106635685
7,924,4.0,1106712615
7,1246,1.5,1106635678
7,1584,5.0,1106635423
7,1954,4.5,1106635657
7,4995,4.5,1106636610
7,7445,4.0,1107473963
7,8373,2.0,1108602792
7,8665,3.5,1108602755
7,8870,3.5,1118025961
7,8961,4.0,1106636064
7,8970,2.5,1106636069
7,8984,4.0,1106636101
8,11,4.0,839463806
8,141,3.0,839464076
8,153,2.0,839463451
8,186,4.0,839463856
8,231,4.0,839463470
8,235,3.0,839464076
8,252,3.0,839463856
8,253,5.0,839463509
8,292,3.0,839463489
8,296,4.0,839463422
8,364,5.0,839463546
8,377,4.0,839463644
8,380,5.0,839463422
8,440,3.0,839463728
8,454,4.0,839463546
8,480,4.0,839463527
8,500,2.0,839463624
8,539,3.0,839463728
8,586,3.0,839463702
8,587,3.0,839463702
8,590,5.0,839463422
8,592,3.0,839463422
8,593,4.0,839463470
8,597,3.0,839463728
14,19,1.0,835441168
14,25,4.0,835441394
14,95,5.0,835441295
14,105,3.0,835441371
14,153,2.0,835441012
14,193,3.0,835441371
14,231,3.0,835441042
14,288,4.0,835441107
14,296,3.0,835440978
14,377,3.0,835441328
14,455,3.0,835441812
14,480,3.0,835441262
14,508,3.0,835441558
14,509,5.0,835441347
14,524,3.0,835442007
14,539,4.0,835441415
14,540,3.0,835441794
14,586,3.0,835441451
14,590,4.0,835440977
14,592,2.0,835440976
14,593,4.0,835441086
14,597,3.0,835441431
18,16,4.5,1461311583
18,70,3.5,1455735732
18,104,2.5,1455748792
18,111,4.0,1458516249
18,163,4.0,1455748933
18,165,4.0,1455209902
18,180,4.0,1455617692
18,223,4.0,1455617470
18,231,2.5,1455748462
18,235,4.5,1455529905
18,288,4.0,1455617466
18,296,4.0,1455050745
18,329,4.0,1455231677
18,364,3.0,1455209887
18,377,2.5,1455209879
18,380,2.5,1455209846
18,431,4.0,1462138790
18,435,2.0,1459946774
18,480,3.5,1455209811
18,500,3.5,1455618095
18,508,4.0,1455749987
18,586,3.5,1455748696
18,588,3.5,1455209912
18,590,4.0,1455209837
18,593,4.5,1455050067
18,595,3.0,1455209900
18,608,4.5,1455050069
18,628,3.5,1459495567
18,673,3.0,1455735781
18,745,4.0,1460242118
18,849,3.5,1455735861
18,913,4.0,1517525849
18,924,4.0,1458516291
18,1213,4.5,1455050000
18,1245,4.0,1503000947
18,1246,4.0,1455618445
18,1370,3.5,1455748921
18,1391,3.0,1455529835
18,1544,3.5,1455735715
18,1729,4.0,1465468014
18,1892,4.0,1458679104
18,1924,2.5,1456875333
18,1954,4.0,1455749673
18,1961,4.0,1455050512
18,2001,3.5,1455749721
18,2011,3.5,1455748634
18,2268,4.0,1456672532
18,2959,4.5,1455049351
18,4011,4.5,1456958432
18,4327,4.0,1455735349
18,4816,3.0,1456919460
18,4995,4.5,1455209718
18,6440,4.5,1455617896
18,8665,4.0,1455749019
18,8961,3.5,1455209724
18,8984,3.0,1455049865
18,44555,4.0,1485646726
18,51540,4.5,1455821297
18,69640,4.0,1456772121
18,74510,4.5,1456770638
18,107846,3.5,1457445060
19,12,1.0,965705347
19,13,3.0,965709102
19,19,2.0,965708339
19,65,2.0,965708217
19,70,2.0,965704974
19,87,2.0,965708059
19,104,2.0,965706185
19,107,2.0,965706886
19,118,3.0,965708217
19,141,1.0,965706592
19,153,2.0,965707889
19,161,2.0,965710914
19,165,3.0,965711413
19,170,3.0,965711598
19,173,1.0,965703997
19,186,2.0,965707724
19,196,2.0,965703915
19,223,3.0,965705917
19,231,2.0,965706728
19,235,4.0,965705784
19,252,3.0,965706507
19,253,3.0,965704952
19,289,2.0,965706795
19,291,2.0,965712018
19,319,1.0,965710693
19,329,2.0,965709622
19,330,3.0,965705097
19,332,2.0,965703973
19,338,2.0,965703940
19,348,2.0,965706276
19,350,2.0,965712461
19,364,3.0,965709102
19,377,4.0,965711156
19,380,3.0,965707487
19,414,2.0,965706886
19,423,3.0,965711598
19,435,2.0,965703973
19,440,3.0,965706114
19,455,2.0,965710092
19,468,3.0,965706967
19,480,2.0,965703785
19,497,3.0,965706045
19,500,2.0,965706636
19,512,2.0,965703885
19,539,3.0,965706839
19,540,1.0,965711928
19,542,2.0,965707983
19,546,2.0,965704079
19,558,2.0,965704355
19,586,3.0,965707079
19,587,3.0,965706438
19,588,3.0,965706337
19,592,5.0,965709445
19,597,3.0,965706967
19,606,2.0,965705362
19,627,2.0,965711342
19,640,1.0,965712018
19,671,2.0,965703674
19,673,1.0,965704355
19,674,4.0,965703973
19,708,3.0,965706615
19,709,2.0,965709172
19,711,3.0,965709923
19,745,4.0,965708982
19,762,1.0,965708038
19,783,4.0,965709144
19,788,2.0,965703885
19,810,1.0,965704375
19,818,4.0,965707552
19,837,4.0,965706317
19,849,2.0,965704033
19,866,2.0,965710781
19,879,1.0,965705195
19,881,1.0,965707137
19,913,5.0,965712238
19,921,3.0,965706068
19,924,3.0,965712377
19,1073,4.0,965704248
19,1257,3.0,965705725
19,1259,3.0,965705725
19,1265,4.0,965705677
19,1359,3.0,965707983
19,1372,5.0,965703698
19,1378,3.0,965707419
19,1391,3.0,965703997
19,1427,1.0,965712068
19,1499,1.0,965711994
19,1542,2.0,965706232
19,1544,1.0,965704033
19,1550,2.0,965706866
19,1551,2.0,965710019
19,1562,1.0,965710092
19,1573,4.0,965703727
19,1584,3.0,965703628
19,1588,2.0,965707079
19,1590,1.0,965711946
19,1591,2.0,965704079
19,1593,2.0,965708002
19,1597,2.0,965711237
19,1645,2.0,965711014
19,1648,2.0,965706163
19,1688,3.0,965709144
19,1690,1.0,965703885
19,1717,3.0,965705195
19,1722,3.0,965711128
19,1777,3.0,965706438
19,1779,2.0,965711481
19,1831,2.0,965704033
19,1885,2.0,965705982
19,1891,2.0,965705454
19,1892,2.0,965712882
19,1894,2.0,965707487
19,1895,2.0,965706771
19,1907,3.0,965709025
19,1909,3.0,965703785
19,1911,2.0,965707419
19,1921,3.0,965710871
19,1924,2.0,965703973
19,1970,3.0,965705240
19,2001,2.0,965706507
19,2011,2.0,965703834
19,2026,2.0,965705322
19,2034,2.0,965703973
19,2044,3.0,965708132
19,2048,3.0,965709172
19,2054,3.0,965704304
19,2088,3.0,965707828
19,2100,3.0,965704281
19,2105,3.0,965703853
19,2110,3.0,965706250
19,2118,2.0,965711106
19,2123,3.0,965709172
19,2133,3.0,965706484
19,2140,4.0,965703674
19,2148,2.0,965705195
19,2253,4.0,965704355
19,2255,2.0,965706615
19,2266,3.0,965707828
19,2287,3.0,965710914
19,2294,3.0,965709068
19,2320,3.0,965711342
19,2355,3.0,965705896
19,2359,4.0,965706337
19,2428,3.0,965703915
19,2453,3.0,965704304
19,2502,2.0,965706185
19,2539,2.0,965706592
19,2642,1.0,965704033
19,2687,2.0,965709025
19,2898,2.0,965705195
19,2900,2.0,965703885
19,2959,5.0,965703109
19,3033,2.0,965703811
19,3034,3.0,965709047
19,3040,3.0,965706438
19,3082,2.0,965703061
19,3175,4.0,965703727
19,3489,2.0,965704331
19,3536,2.0,965704618
19,3594,2.0,965702805
19,3683,3.0,965712238
20,13,4.0,1054038425
20,107,3.5,1054038320
20,239,4.5,1054038398
20,364,5.0,1054038067
20,586,3.0,1054038279
20,588,5.0,1054038059
20,594,5.0,1054038083
20,595,5.0,1054038060
20,709,3.0,1054038318
20,783,3.5,1054038251
20,801,2.5,1054038390
20,837,4.0,1054038259
20,1018,3.5,1054038336
20,1073,5.0,1054038071
20,1088,4.5,1054147512
20,1282,4.5,1054038160
20,1547,3.0,1054038387
20,1688,4.5,1054038258
20,1722,3.0,1054036240
20,1907,5.0,1054038097
20,1947,5.0,1054147380
20,2018,4.0,1054038166
20,2048,3.5,1054038325
20,2054,2.5,1054036164
20,2059,3.5,1054038343
20,2080,4.0,1054038091
20,2085,4.0,1054038493
20,2100,3.5,1054036178
20,2116,2.5,1054038315
20,2135,5.0,1054147519
20,2140,4.0,1054038148
20,2294,3.5,1054038140
20,2300,5.0,1054147430
20,2355,4.0,1054038063
20,2687,4.5,1054038187
20,2770,2.5,1054036192
20,3034,5.0,1054038099
20,3512,3.0,1054037253
20,3536,1.5,1054037346
20,4232,0.5,1054037511
20,4638,1.5,1054147250
20,4816,3.5,1054037616
20,4995,5.0,1054037101
21,19,2.5,1419795052
21,38,2.5,1419795113
21,165,3.5,1418846918
21,170,2.0,1376823399
21,296,3.5,1500701533
21,364,4.0,1418063557
21,435,1.0,1403461004
21,480,4.0,1418063303
21,500,2.5,1407617852
21,586,2.5,1376823478
21,588,4.0,1407618992
21,592,3.5,1419795406
21,597,4.0,1407617864
21,745,3.0,1412968166
21,1265,3.5,1428775428
21,1370,3.5,1418063292
21,1391,0.5,1468113524
21,1544,4.5,1418846999
21,1573,2.5,1452052059
21,1722,5.0,1376823419
21,1909,2.0,1419025142
21,2001,2.5,1376823286
21,2011,5.0,1417378095
21,2023,2.5,1428775446
21,2288,0.5,1441826867
21,2355,3.0,1441826921
21,2959,2.0,1441392954
21,2989,4.5,1403459790
21,3082,5.0,1376822996
21,3489,3.5,1419794797
21,3635,4.5,1403459821
21,3638,4.5,1403459801
21,4638,4.0,1376823473
21,8665,4.0,1407617301
21,8961,3.5,1441393027
21,8984,4.5,1403459871
27,62,5.0,962684909
27,238,3.0,962685525
27,364,4.0,962685351
27,421,3.0,962685262
27,455,3.0,962685569
27,480,4.0,962685912
27,590,4.0,962685883
27,595,4.0,962685262
27,673,2.0,962685762
27,745,5.0,962686299
27,783,4.0,962685470
27,801,2.0,962685525
27,808,4.0,962685711
27,913,4.0,965151031
27,920,4.0,962686447
27,924,2.0,962686660
27,1250,4.0,962686417
27,1262,5.0,962686386
27,1584,4.0,962686711
27,1588,2.0,962685470
27,1907,4.0,962685318
27,1947,5.0,965149512
27,2054,4.0,965149992
27,2059,3.0,962685470
27,2080,4.0,965149710
27,2085,3.0,965149586
27,2100,4.0,965149969
27,2142,3.0,962685569
27,2294,2.0,962685318
27,2355,3.0,962685318
27,2687,4.0,962685387
27,3033,2.0,965151190
27,3062,4.0,962686486
27,3489,5.0,965150022
28,16,2.5,1234570375
28,62,3.5,1242290542
28,95,2.0,1234516201
28,161,3.0,1242032929
28,172,3.0,1277002294
28,253,3.0,1242033136
28,296,4.5,1234338046
28,345,4.0,1242290330
28,377,1.5,1234516131
28,480,2.5,1234515708
28,507,4.0,1242032956
28,508,3.5,1242032407
28,524,3.5,1242032861
28,590,4.0,1242290279
28,592,2.5,1234516064
28,593,2.5,1234570144
28,608,3.0,1243837137
28,714,3.5,1234570614
28,924,3.0,1234516770
28,1213,4.0,1234338180
28,1245,3.5,1234338202
28,1266,4.5,1234338735
28,1271,2.0,1234334960
28,1584,3.5,1242290563
28,1587,2.5,1234516422
28,1590,3.0,1277002267
28,1645,2.5,1242033151
28,1729,2.5,1242031770
28,1921,4.0,1234572108
28,2023,3.5,1234516183
28,2105,4.0,1234334929
28,2268,3.0,1242031764
28,2502,2.0,1234338784
28,2539,1.5,1242290775
28,2841,2.5,1242289152
28,2959,3.5,1234338005
28,3033,3.0,1277002147
28,3175,1.5,1242290498
28,3683,2.5,1234338153
28,4011,3.5,1234338576
28,4251,2.0,1237619121
28,4327,3.5,1234338745
28,4688,2.5,1240817515
28,4995,3.0,1236313511
28,5955,3.0,1236319971
28,6537,4.0,1234516415
28,6552,2.5,1237619395
28,6947,3.5,1234515870
28,6957,3.0,1242290204
28,7445,2.0,1242288761
28,8665,3.5,1236314239
28,8810,3.0,1234516426
28,8874,2.0,1243837559
28,8914,2.0,1234337380
28,8961,3.5,1243837502
28,8970,3.0,1236313795
28,8982,3.0,1242288165
28,45658,2.0,1236313534
28,49530,4.5,1234337638
28,51540,2.0,1236313693
28,53953,1.0,1234335379
28,55721,3.5,1234340956
32,24,3.0,856737205
32,25,4.0,856736119
32,58,5.0,856736227
32,62,3.0,856736119
32,74,4.0,856736316
32,78,4.0,856736477
32,95,3.0,856736119
32,100,4.0,856736290
32,141,4.0,856736119
32,153,3.0,856737123
32,194,5.0,856737270
32,203,4.0,856737166
32,252,3.0,856737082
32,272,5.0,856737123
32,296,5.0,856737001
32,314,4.0,856737002
32,327,3.0,856737165
32,345,5.0,856737044
32,440,4.0,856737270
